"ID","lon","lat","time","Int_Stop","Behavior","Int.ID","Int.Sp","M4","M5","ActualTime","Int_Start","Duration","Relationship","Intensity"
"AQ_Sctaeniopterus_TP_2021-06-13_115538",-68.286119063875,12.0977749396,2021-06-13 15:51:58,00:15:35,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:52:07,00:15:26,9,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_115538",-68.28612207716,12.09773944222,2021-06-13 15:52:07,00:15:50,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:52:22,00:15:36,15,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_115538",-68.2861168030555,12.0977653097444,2021-06-13 15:52:52,00:16:24,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:52:56,00:16:20,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_135724",-68.28615315724,12.09776687624,2021-06-13 17:38:19,00:00:44,"Parrotfish","TP-Heterospecific","Sc. iseri","Charge,Display","None",13:38:27,00:00:36,8,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_135724",-68.286136603,12.09779643915,2021-06-13 17:40:50,00:03:12,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:40:55,00:03:07,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_135724",-68.2861850123,12.0977743223818,2021-06-13 17:44:15,00:06:35,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:44:17,00:06:32,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_135724",-68.2861700587143,12.0977712276143,2021-06-13 17:46:41,00:08:59,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:46:42,00:08:58,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_135724",-68.2861552260909,12.097791391,2021-06-13 17:48:21,00:10:46,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Charge,Chase","None",13:48:29,00:10:38,8,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-13_135724",-68.2861387170889,12.0977763552556,2021-06-13 17:50:41,00:13:02,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:50:45,00:12:58,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_135724",-68.2861728128,12.0977385622,2021-06-13 17:52:26,00:15:01,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Charge,Display","Neighbor",13:52:44,00:14:43,18,"Neighbor","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_142110",-68.28621107615,12.097818336925,2021-06-13 18:06:29,00:05:35,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",14:06:34,00:05:31,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_142110",-68.2862042076556,12.0978016219667,2021-06-13 18:09:41,00:08:49,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Charge,Display","Neighbor",14:09:47,00:08:43,6,"Neighbor","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_142110",-68.2861912995667,12.0978837926111,2021-06-13 18:11:17,00:10:20,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",14:11:18,00:10:18,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_142110",-68.2861939037625,12.097840266025,2021-06-13 18:13:01,00:12:17,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase","None",14:13:15,00:12:03,14,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-13_144603",-68.2861706335,12.0978740137,2021-06-13 18:27:39,00:01:38,"Parrotfish","IP-Heterospecific","Sc. vetula","Chase","None",14:27:41,00:01:36,3,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-13_144603",-68.2861717830143,12.0978851496571,2021-06-13 18:27:42,00:01:43,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",14:27:46,00:01:39,4,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-13_144603",-68.2861820329,12.0979128817714,2021-06-13 18:27:50,00:01:49,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",14:27:52,00:01:47,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_144603",-68.2861976023,12.097921748675,2021-06-13 18:37:50,00:11:50,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",14:37:53,00:11:47,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-13_144603",-68.286197749,12.097926631125,2021-06-13 18:37:54,00:11:55,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",14:37:58,00:11:51,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2863254407923,12.0979876916923,2021-06-14 14:26:10,00:00:42,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",10:26:19,00:00:33,9,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862984131412,12.0979609932353,2021-06-14 14:27:19,00:01:50,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase","None",10:27:27,00:01:42,8,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862939313,12.0979742613,2021-06-14 14:27:28,00:02:00,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Charge,Display","Neighbor",10:27:37,00:01:51,9,"Neighbor","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862954086,12.0979512424625,2021-06-14 14:29:32,00:03:59,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Charge","Neighbor",10:29:36,00:03:55,4,"Neighbor","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2863039573539,12.0979949774385,2021-06-14 14:34:26,00:08:57,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",10:34:34,00:08:49,8,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862997887588,12.0979958372824,2021-06-14 14:36:46,00:11:27,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:37:04,00:11:09,19,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862805203,12.0979830623,2021-06-14 14:37:21,00:11:56,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:37:32,00:11:44,11,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2863159757,12.0980005804667,2021-06-14 14:38:35,00:13:03,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase","None",10:38:40,00:12:58,5,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862778251385,12.0979721206385,2021-06-14 14:39:36,00:14:08,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:39:45,00:13:59,9,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2863088511,12.0979922824,2021-06-14 14:41:26,00:15:57,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",10:41:34,00:15:49,8,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862706394765,12.0979739161118,2021-06-14 14:42:51,00:17:20,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Chase,Display","None",10:42:57,00:17:14,7,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_104539",-68.2862812294846,12.0979662146846,2021-06-14 14:44:02,00:18:34,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Chase,Display","None",10:44:11,00:18:25,9,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2863158081,12.0980715752,2021-06-14 14:49:10,00:00:12,"Parrotfish","IP-Heterospecific","Sc. iseri","Charge","None",10:49:15,00:00:07,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2862626109,12.0980648836333,2021-06-14 14:49:32,00:00:34,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase","None",10:49:37,00:00:29,5,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2862665763714,12.0980143687,2021-06-14 14:50:24,00:01:25,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:50:27,00:01:21,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.286295021,12.0980343595,2021-06-14 14:54:13,00:05:12,"Parrotfish","IP-Heterospecific","Sc. iseri","Charge","None",10:54:15,00:05:10,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2862841724,12.0980458546857,2021-06-14 14:54:19,00:05:23,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:54:25,00:05:16,7,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2862586582765,12.0980443142824,2021-06-14 14:56:29,00:07:52,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Chase,Display","None",10:56:55,00:07:27,26,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.28628455,12.0980268287154,2021-06-14 15:01:29,00:12:31,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:01:34,00:12:26,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.28625825232,12.09803729874,2021-06-14 15:01:52,00:13:08,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase,Display","None",11:02:10,00:12:49,18,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2862642773214,12.0980586550286,2021-06-14 15:02:41,00:13:41,"Parrotfish","TP-Heterospecific","Sc. vetula","Charge","None",11:02:44,00:13:38,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2862787720143,12.0980427054857,2021-06-14 15:02:50,00:13:52,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Display","None",11:02:54,00:13:48,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_110902",-68.2862929143067,12.0980558451267,2021-06-14 15:03:26,00:14:27,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",11:03:29,00:14:24,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861806199429,12.0981470482429,2021-06-14 15:14:56,00:00:54,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",11:14:58,00:00:51,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861873374857,12.098152688,2021-06-14 15:16:15,00:02:11,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",11:16:16,00:02:10,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861847348235,12.0981437532235,2021-06-14 15:16:34,00:02:31,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",11:16:36,00:02:30,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861850743714,12.0981354572143,2021-06-14 15:16:47,00:02:48,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",11:16:52,00:02:42,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.286183505,12.0981446810375,2021-06-14 15:17:00,00:02:57,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:17:02,00:02:56,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.286186491,12.0981456764125,2021-06-14 15:17:10,00:03:06,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:17:11,00:03:05,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861905780579,12.0981474843211,2021-06-14 15:17:38,00:03:35,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge,Display","None",11:17:39,00:03:34,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861908956895,12.0981473608053,2021-06-14 15:17:40,00:03:36,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:17:41,00:03:35,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861733601176,12.0981492212118,2021-06-14 15:18:10,00:04:07,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:18:12,00:04:06,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861746469471,12.0981452668529,2021-06-14 15:19:14,00:05:11,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:19:16,00:05:09,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861830064538,12.0981452456154,2021-06-14 15:20:27,00:06:24,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:20:28,00:06:23,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861833288308,12.0981451295538,2021-06-14 15:20:29,00:06:25,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:20:30,00:06:24,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861874915813,12.0981488824937,2021-06-14 15:21:58,00:07:54,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:21:59,00:07:54,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861804194125,12.098152502425,2021-06-14 15:22:26,00:08:24,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:22:29,00:08:22,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861816976286,12.0981464256,2021-06-14 15:22:40,00:08:39,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",11:22:44,00:08:35,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861769827937,12.0981428161063,2021-06-14 15:24:26,00:10:22,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:24:27,00:10:21,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861874466353,12.0981415985471,2021-06-14 15:25:32,00:11:30,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge,Display","None",11:25:34,00:11:27,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.28621636875,12.0981100660429,2021-06-14 15:26:05,00:12:14,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase,Display","Floater",11:26:19,00:12:01,13,"Floater","High"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.286200556875,12.09815732205,2021-06-14 15:27:01,00:12:57,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Display","None",11:27:01,00:12:56,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861790991933,12.09814318454,2021-06-14 15:28:03,00:13:58,"Parrotfish","TP-Heterospecific","Sp. aurofrenatum","Charge","None",11:28:03,00:13:58,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.28618954306,12.09814500066,2021-06-14 15:31:42,00:17:38,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:31:43,00:17:37,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861887144571,12.0981474673286,2021-06-14 15:31:47,00:17:44,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge,Display","None",11:31:48,00:17:43,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861814214941,12.0981539939059,2021-06-14 15:33:53,00:19:50,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:33:54,00:19:49,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861832398933,12.0981507897067,2021-06-14 15:34:01,00:19:57,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:34:02,00:19:57,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_113532",-68.2861820552533,12.0981403850467,2021-06-14 15:34:28,00:20:24,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",11:34:29,00:20:23,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2863026928824,12.0981866192353,2021-06-14 17:32:07,00:02:07,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:32:12,00:02:02,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2863193808125,12.0981935947312,2021-06-14 17:32:42,00:02:39,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",13:32:44,00:02:37,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2863066531555,12.0982226636556,2021-06-14 17:34:08,00:04:04,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Display","None",13:34:09,00:04:03,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.28627625945,12.0982092665444,2021-06-14 17:35:38,00:05:38,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:35:43,00:05:33,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2863216307067,12.0981542151333,2021-06-14 17:36:14,00:06:13,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Charge,Display","Neighbor",13:36:18,00:06:08,4,"Neighbor","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2862574460429,12.0982059729857,2021-06-14 17:38:53,00:08:54,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase,Display","None",13:38:59,00:08:48,6,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2862870102429,12.0982364472,2021-06-14 17:40:33,00:10:42,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase,Display","None",13:40:47,00:10:28,14,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2862789917941,12.0982693091824,2021-06-14 17:41:53,00:11:54,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Charge","Neighbor",13:41:59,00:11:48,7,"Neighbor","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.2862945547312,12.0982342207812,2021-06-14 17:46:17,00:16:23,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",13:46:28,00:16:12,11,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_135125",-68.286269356575,12.0982548979062,2021-06-14 17:50:52,00:20:48,"Parrotfish","IP-Heterospecific","Sc. vetula","Charge","None",13:50:53,00:20:47,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-14_141427",-68.2863241155111,12.0983182825111,2021-06-14 18:01:11,00:06:32,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",14:01:25,00:06:19,14,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_141427",-68.2863262403308,12.0982705228692,2021-06-14 18:05:46,00:11:00,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",14:05:53,00:10:54,7,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-14_141427",-68.2863360407385,12.0982817868231,2021-06-14 18:09:44,00:14:57,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",14:09:50,00:14:52,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.2861935999,12.0982394647,2021-06-17 14:15:34,00:00:52,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:15:36,00:00:50,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.2861793582818,12.0982625073,2021-06-17 14:15:58,00:01:16,"Parrotfish","TP-Heterospecific","Sc. vetula","Charge","None",10:16:00,00:01:15,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.28620667566,12.09824953972,2021-06-17 14:19:03,00:04:21,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:19:05,00:04:19,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.28621367455,12.09824114105,2021-06-17 14:19:09,00:04:32,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:19:16,00:04:25,7,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.28621043081,12.09820540062,2021-06-17 14:19:31,00:05:02,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",10:19:46,00:04:47,15,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.2862163800778,12.0982141140556,2021-06-17 14:21:19,00:06:51,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase,Display","None",10:21:35,00:06:35,16,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.28618942576,12.09825872628,2021-06-17 14:22:20,00:07:47,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:22:31,00:07:36,11,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.28620545197,12.098250797,2021-06-17 14:23:47,00:09:05,"Parrotfish","TP-Heterospecific","Sc. iseri","Charge,Display","None",10:23:49,00:09:04,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.2861888102857,12.0982658676714,2021-06-17 14:24:14,00:09:35,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:24:18,00:09:31,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.2862013950857,12.0982552226143,2021-06-17 14:26:04,00:11:30,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Chase,Display","None",10:26:14,00:11:21,9,"None","High"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.286191986375,12.09825752765,2021-06-17 14:30:20,00:15:38,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",10:30:21,00:15:37,1,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.2861929922625,12.0982647780375,2021-06-17 14:31:46,00:17:06,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:31:50,00:17:02,4,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_103428",-68.2862021951818,12.0982567847455,2021-06-17 14:32:27,00:18:04,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Display","None",10:32:48,00:17:43,21,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_110014",-68.2863885270857,12.0983296779143,2021-06-17 14:48:16,00:07:37,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:48:21,00:07:32,5,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_110014",-68.286393644525,12.098368566975,2021-06-17 14:54:30,00:13:48,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge,Display","None",10:54:32,00:13:45,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_110014",-68.2864190451889,12.0983819663667,2021-06-17 14:54:52,00:14:09,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",10:54:54,00:14:07,3,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_110014",-68.28643558548,12.09839148724,2021-06-17 14:55:13,00:14:30,"Parrotfish","IP-Conspecific","Sc. taeniopterus","Charge","None",10:55:15,00:14:29,2,"None","Low"
"AQ_Sctaeniopterus_TP_2021-06-17_110014",-68.2864370942143,12.0983513271571,2021-06-17 14:59:07,00:18:34,"Parrotfish","TP-Conspecific","Sc. taeniopterus","Chase,Display","None",10:59:19,00:18:22,13,"None","High"
